id,CITY,COUNT,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUSE,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,FIELD1,FIELD3,FIELD2,MYKEY,SIT,STATE
331042,1,33,42,2,23,2,1,7,1,1,6,4,4,4,2,1,-1,2,0,0,1,0,0,3,1,3,3,2,1,1,2,1,3,0,2,shame,4,4,3310426,On Christmas eve I went to a classmate's home with other à classmates.  The next morning when I came out of the toilet she à said something and I did not understand what she was saying.  à When she pointed at my trousers I discovered that I had forgotten à to zip them up.  I rushed back to the toilet but by the time the à others had guessed what had happened.,1
331042,1,33,42,2,23,2,1,7,1,1,7,4,4,4,0,1,0,0,0,0,0,0,0,1,1,3,3,3,1,1,3,1,1,0,1,guilt,4,4,3310427,"One night,when I was in primary 5 or 6, I felt thirsty so I à fetched the thermos to pour a cup of water for myself.  Then I à saw my brother lowering his head and I, jokingly, poured the       à water on his head.",1
331044,1,33,44,2,25,2,1,6,1,1,3,3,1,4,2,0,0,3,0,0,0,0,1,1,1,3,3,3,3,1,2,1,2,3,0,anger,1,4,3310443,My sister once stole my mother's money and made her very angry.  à After this my mother would beat her up for unreasonable reasons.  à One day my sister lent her book to a friend without telling my à mother about it.  When my mother learnt this she beat her up and à even threatened her with a pair of scissors.  ,1
331045,1,33,45,2,22,2,1,4,6,1,4,2,3,4,0,2,0,3,-1,0,1,0,1,1,2,3,1,2,2,5,2,2,3,1,3,sadness,3,4,3310454,I received the mid-term exam paper of one of my major subjects à and I found that I had failed it.,1
331048,1,33,48,2,24,7,2,9,1,1,1,4,4,4,0,0,0,1,0,1,0,0,0,1,3,1,1,1,1,4,1,3,3,0,0,joy,4,4,3310481,"When high level results were declared, I found my candidature à number.  I was very happy as I had not expected it.  As I had been  à injured before the examination and I had performed poorly.",1
331049,1,33,49,2,23,8,2,5,8,1,2,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,fear,3,4,3310492,At noon one Sunday I received a phone call telling me that my à mother had been knocked down by a car at the street crossing and à that her husband should go and see her.  I could not believe this à as my father and my mother had gone out together to buy lunch à boxes.  However I immediately ran to the scene of the accident.,1
331050,1,33,50,1,25,7,1,0,1,1,3,4,3,4,2,0,2,3,1,0,0,1,0,1,1,3,0,3,2,1,2,0,1,2,0,anger,3,4,3310503,Last week I had planned to play tennis and had booked a tennis à court.   However when I arrived at the university gym the clerk à told me that the court was being used for lessons.,1
331050,1,33,50,1,25,7,1,0,1,1,6,4,4,4,3,1,2,2,0,1,0,0,0,3,1,3,0,3,3,5,0,0,1,0,1,shame,4,4,3310506,"A few days back I had a tutorial class and the teacher randomly à assigned one person in each group to make a presentation.  The à discussion in our group had been confused and the presentation à was not very well prepared.  Unfortunately I was selected to à present and I could not keep calm, was confused and result was à very poor.  I really felt ashamed.",1
331050,1,33,50,1,25,7,1,0,1,1,7,4,4,4,4,1,2,2,-1,0,0,0,1,3,1,3,0,1,1,5,2,1,0,2,1,guilt,4,4,3310507,Once I quarrelled with my sister and after this I deliberately à messed up her belongings.,1
331051,1,33,51,2,23,2,2,0,7,1,1,1,3,4,2,1,0,4,1,1,1,0,1,1,1,1,1,1,2,1,1,3,3,0,2,joy,3,4,3310511,"I had a dream : I had a very close friend who had several stone à houses in the New Territories (villages) but they did not have à much furniture.  He took me to see his fields (I had never seen à them before) and there were several inches of clear water on à which the sunshine was reflected.  I wanted to sit among the à short green plants in the fields but was afraid of treading the à plants to death.  My friend said ""They will not die"" and I sat à down happily and my trousers did not get wet.",1
331051,1,33,51,2,23,2,2,0,7,1,2,4,1,4,3,0,2,2,0,0,1,0,1,1,1,3,3,3,2,1,2,1,0,3,1,fear,1,4,3310512,"After seeing a horror film - Omen.  I could not sleep at night  à even though I closed my eyes.  The last scene of the film kept à coming back to me, I seemed to hear the girls in the film à shouting at the devil.  The devil did not have any expression on à his face and I thought that he would choose me.",1
331051,1,33,51,2,23,2,2,0,7,1,3,3,4,4,2,0,2,0,0,0,0,0,0,1,2,3,1,3,2,5,3,1,1,2,0,anger,4,4,3310513,My friend often played a joke on me and sometimes I thought that à he was a nonsensical person. Once when we went to a friend's à house he walked in first and shut the door firmly behind him.  I à felt that he did not respect me and moreover I was his friend so à he should not have behaved like that.  I was very angry (as it is à I was in a bad mood then).,1
331051,1,33,51,2,23,2,2,0,7,1,4,3,4,4,4,1,-1,5,-1,1,1,1,1,2,1,3,3,1,1,1,1,1,3,3,2,sadness,4,4,3310514,I suddenly found that those whom I considerered to be my good à friends did not care for me.  Although I could still be with them à I felt unimportant.  I deeply thought about the reason behind à this so as to see who was responsible for this.  Finally I made à up my mind and decided not to expect too much from them.  I was à sad when I decided that they were no longer my good friends.,1
331051,1,33,51,2,23,2,2,0,7,1,5,2,4,4,3,1,2,3,-1,0,0,1,0,2,1,3,3,3,2,4,2,1,1,0,1,disgust,4,4,3310515,"I had a friend who was very kind to me.  I tried my best to like à him and understand him but when I was with him I could not help à rejecting, criticizing and blaming him.  I wanted to get away à from him as soon as possible.",1
331051,1,33,51,2,23,2,2,0,7,1,7,4,4,4,4,1,2,3,-1,0,1,1,0,1,1,3,3,1,4,1,0,1,0,0,2,guilt,4,4,3310517,I wanted to get rid of a bad habit and it seemed that I had à succeeded.  However a year later I got the bad habit again.  I felt  à useless as I always found excuses to explain my behaviour.  As a result I à felt guilty.,1
331053,1,33,53,2,24,2,2,7,1,1,2,4,1,4,3,0,0,1,0,0,1,0,0,1,1,0,2,3,1,1,3,2,2,0,1,fear,1,4,3310532,"When I was young I had gone to an old lift and played with the à antique lift.  The guy discovered me and warned me, I was very à frightened.",1
331053,1,33,53,2,24,2,2,7,1,1,4,4,4,4,1,1,0,3,0,0,1,0,1,1,1,0,3,2,2,1,3,1,1,0,2,sadness,4,4,3310534,My got my mathematics test's marks and could not believe that it à was true.  In the past I would have at least 80% marks.  Was I à getting weaker at studies ?  This made me feel that I should not à expect too much from going to the university.,1
331054,1,33,54,1,28,2,2,9,6,1,1,4,4,4,1,0,0,1,0,1,0,0,0,1,3,1,1,0,1,4,1,3,3,3,0,joy,4,4,3310541,"One night, my boyfriend expressed his love for me in the canteen in à the presence of my friends by giving me a present.",1
331059,1,33,59,2,25,2,2,7,1,1,2,4,4,4,1,1,0,2,0,0,1,0,1,1,1,3,0,1,0,1,1,3,3,0,2,fear,4,4,3310592,At night when I was alone at home (all the family members usually à get together at that time) someone knocked vigorously on the à door.,1
331059,1,33,59,2,25,2,2,7,1,1,4,3,4,4,0,1,-1,1,1,1,0,0,0,2,1,3,1,1,3,1,1,3,3,2,1,sadness,4,4,3310594,During the Physics experiment session I did not understand the à content of the experiment and did not know how to do it.,1
331061,1,33,61,2,26,1,1,9,7,1,2,3,4,4,1,0,0,0,1,0,0,0,0,2,3,3,1,2,0,1,1,0,3,0,0,fear,4,4,3310612,"On Christmas eve,1984, I had just finished the exams and was à afraid as the results of one of my major subjects had been very à unsatisfactory.  I thought that I had only a 50% chance of à passing.  Even if I failed this subject I would not need to à repeat.  However I liked this subject very much and my results à were bad because of my lazyness.  If I was forced to change to a à minor in this subject I would be very unwilling.",1
331061,1,33,61,2,26,1,1,9,7,1,3,3,4,4,0,0,0,3,1,1,1,0,0,3,2,3,3,3,2,0,1,2,1,1,1,anger,4,4,3310613,"In September 1984, I was forced to live with someone I did not à like.  The first week we were at loggerheads and our conversation à was like a debate.  The atmosphere was very bad.  When he learnt à that I had got 95 marks in a test he told me "" A failure, You lost à 5 marks.""   I was very angry, not because my marks were lower à than his, but because I could not tolerate his pride.  I did not à show my discontentment and carried on doing my work.",1
11001,1,1,1,1,33,1,2,6,1,2,1,4,4,3,0,0,1,1,0,1,0,0,0,1,2,1,1,1,4,4,2,3,3,2,0,joy,4,3,110011,"During the period of falling in love, each time that we met and à especially when we had not met for a long time.",1
11001,1,1,1,1,33,1,2,6,1,2,3,4,1,3,0,0,0,2,0,0,0,0,1,1,1,3,3,0,3,1,2,2,1,0,0,anger,1,3,110013,"When I was driving home after  several days of hard work, there à was a motorist ahead of me who was driving at 50 km/hour and à refused, despite his low speeed to let me overtake.",1
11001,1,1,1,1,33,1,2,6,1,2,6,4,4,3,0,0,0,0,0,0,0,0,0,2,1,3,0,1,1,2,3,1,2,0,0,shame,4,3,110016,When I did not speak the truth.,1
11002,1,1,2,2,23,0,0,7,5,2,2,4,3,3,2,0,-1,0,-1,0,0,0,0,3,2,3,0,0,0,3,0,2,0,0,0,fear,3,3,110022,When I was going home alone one night in Paris and a man came up à behind me and asked me if I was not afraid to be out alone so à late at night.,1
11003,1,1,3,2,22,8,2,4,6,2,1,1,3,3,0,0,2,1,1,1,0,0,2,1,0,1,1,0,0,5,1,3,3,3,0,joy,3,3,110031,[ On days when I feel close to my partner and other friends.  à When I feel at peace with myself and also experience a close à contact with people whom I regard greatly.],1
11003,1,1,3,2,22,8,2,4,6,2,4,2,3,3,0,0,0,1,-1,0,0,0,0,2,2,3,0,1,1,5,1,3,0,1,0,sadness,3,3,110034,When I think about the short time that we live and relate it to à the periods of my life when I think that I did not use this à short time.,1
11004,1,1,4,1,23,8,2,6,4,2,1,1,3,3,0,0,1,1,0,1,0,0,0,1,2,1,1,0,2,4,1,3,3,3,0,joy,3,3,110041,After my girlfriend had taken her exam we went to her parent's à place.,1
11005,1,1,5,2,22,1,1,7,6,2,1,3,3,3,1,0,0,3,1,1,0,0,1,1,1,1,1,1,1,4,1,3,2,3,0,joy,3,3,110051,When I pass an examination which I did not think I did well.,1
11005,1,1,5,2,22,1,1,7,6,2,3,4,1,3,1,0,2,2,0,0,1,0,0,2,1,3,2,3,2,5,2,2,1,0,1,anger,1,3,110053,When one is unjustly accused of something one has not done.,1
11006,1,1,6,1,23,1,2,0,0,2,1,4,2,3,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,4,1,3,0,0,0,joy,2,3,110061,Passing an exam I did not expect to pass.,1
11006,1,1,6,1,23,1,2,0,0,2,3,4,3,3,0,0,0,0,0,0,0,0,1,1,1,3,2,1,2,5,0,0,1,0,0,anger,3,3,110063,Friends who torture animals.,1
11007,1,1,7,2,35,0,2,0,8,2,5,2,1,3,3,0,-1,1,0,0,0,0,1,1,1,3,0,0,4,4,1,2,2,1,0,disgust,1,3,110075,When I nearly walked on a blindworm and then saw it crawl away.,1
11007,1,1,7,2,35,0,2,0,8,2,7,4,4,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,1,1,1,3,0,0,guilt,4,3,110077,"I experience a sense of guilt as my middle son cannot express à himself like other children, neither verbally nor in writing.",1
11009,1,1,9,2,24,1,1,7,7,2,1,1,3,3,0,0,1,1,0,1,0,0,0,1,3,1,2,1,2,4,1,2,3,1,0,joy,3,3,110091,When I saw a person I had not seen for a long time.,1
11009,1,1,9,2,24,1,1,7,7,2,2,4,3,3,2,0,0,0,0,0,0,0,0,3,1,3,0,3,1,3,1,0,2,0,0,fear,3,3,110092,"When, as a child, I was nearly knocked down by a car.",1
11009,1,1,9,2,24,1,1,7,7,2,4,2,3,3,0,0,0,1,0,0,1,0,0,1,2,3,2,1,1,1,1,1,0,0,1,sadness,3,3,110094,"When I feel lonely, perhaps because I have to study a lot and I à am shut up in my appartment.  Nothing happens in particular à because there is no time for anything else.",1
11009,1,1,9,2,24,1,1,7,7,2,7,2,3,3,0,0,2,0,0,0,0,0,0,3,1,3,2,1,1,2,2,1,2,0,0,guilt,3,3,110097,When one lets friends down,1
11010,1,1,10,1,24,0,2,6,6,2,1,2,4,3,1,0,0,1,0,1,0,0,0,1,2,1,1,1,1,4,1,3,2,3,0,joy,4,3,110101,When I was accepted for a course on finance and accounting.,1
11010,1,1,10,1,24,0,2,6,6,2,2,4,3,3,2,0,2,1,0,0,0,0,0,2,2,3,0,0,4,5,1,2,2,1,0,fear,3,3,110102,"A bus drove over my right leg.  The event itself was not very à frightening but when I had to wait in the emergency ward for à three hours and then my leg began to swell, I was frightened.",1
11010,1,1,10,1,24,0,2,6,6,2,3,3,4,3,2,0,0,1,1,0,0,0,0,2,2,3,3,1,3,5,1,1,1,1,0,anger,4,3,110103,"At my Summer job, nobody looked after me in particular and I had à to learn all on my own.",1
11010,1,1,10,1,24,0,2,6,6,2,4,3,4,3,0,1,0,0,0,0,0,0,0,2,2,3,3,2,1,5,0,1,1,2,1,sadness,4,3,110104,When I was not accepted as a student in finance and accounting.,1
11010,1,1,10,1,24,0,2,6,6,2,5,3,1,3,1,0,0,0,0,0,0,0,0,1,2,3,1,0,3,5,0,2,2,1,0,disgust,1,3,110105,When I had just moved into my new appartment I found a ventilator à in the kitchen.  I was going to clean it when I found that the à drum was full of mud and slime.  I felt disgusted.,1
11011,1,1,11,1,25,1,2,7,6,2,5,4,1,3,1,1,0,0,0,0,0,0,0,2,1,3,0,0,4,3,0,2,2,2,1,disgust,1,3,110115,I saw a cripple in rags with small children in Italy.  He was à probably an imposter.,1
11011,1,1,11,1,25,1,2,7,6,2,6,4,4,3,0,0,2,1,0,0,0,0,0,1,1,3,0,1,1,5,2,1,2,2,0,shame,4,3,110116,I told a friend that I was going to a party and he would not à enjoy himself if he came along.  He understood  that he would not à have fitted in and there was something in that.,1
11012,1,1,12,1,23,1,2,7,6,2,1,1,3,3,0,0,1,1,0,1,0,0,0,1,1,1,1,0,4,4,3,0,0,0,0,joy,3,3,110121,I passed an exam that I was absolutely certain that I had failed.,1
11012,1,1,12,1,23,1,2,7,6,2,3,1,2,3,2,0,0,1,0,0,0,0,0,1,1,2,0,0,1,4,1,2,2,2,0,anger,2,3,110123,I locked myself out.,1
11012,1,1,12,1,23,1,2,7,6,2,4,1,3,3,0,0,0,1,0,0,0,0,0,1,1,2,3,1,1,1,1,2,0,0,0,sadness,3,3,110124,I missed the last tram home and had to walk in the pouring rain.,1
11012,1,1,12,1,23,1,2,7,6,2,6,4,4,3,0,0,0,0,-1,0,0,0,0,3,1,3,0,1,2,3,3,2,2,0,0,shame,4,3,110126,"My friend was so intoxicated that the police came and took him à away, and they later contacted his parents.",1
11013,1,1,13,2,22,1,2,7,4,2,2,3,1,3,1,1,0,0,-1,0,0,0,0,1,2,3,0,0,3,2,0,0,1,0,1,fear,1,3,110132,When I am out in the dark and a suspicious looking character à comes towards me.,1
11013,1,1,13,2,22,1,2,7,4,2,3,1,1,3,1,0,0,3,0,0,0,0,0,1,1,3,0,3,3,4,3,2,1,1,0,anger,1,3,110133,"At work, when an elderly man complained unjustifiably about me and à distrusted me.",1
11013,1,1,13,2,22,1,2,7,4,2,4,1,2,3,0,0,0,1,0,0,1,0,1,1,2,3,2,2,0,5,1,2,2,3,1,sadness,2,3,110134,When I had not understood anything after a lecture.,1
11014,1,1,14,1,23,0,0,7,4,2,1,2,3,3,0,0,1,1,1,1,0,0,0,1,3,1,1,1,2,4,1,3,3,0,0,joy,3,3,110141,At a friend's birthday party with some of my closest friends.  It à was all very pleasant and one could say that I was happy to have à such good friends.,1
11014,1,1,14,1,23,0,0,7,4,2,4,3,3,3,0,0,0,1,0,0,1,0,0,3,2,3,3,3,0,1,1,1,1,0,1,sadness,3,3,110144,A case of unrequited love.,1
11014,1,1,14,1,23,0,0,7,4,2,5,2,1,3,0,1,0,0,-1,0,0,0,0,3,1,3,2,3,3,2,1,2,1,0,1,disgust,1,3,110145,A bad smelling cucumber.,1
11014,1,1,14,1,23,0,0,7,4,2,6,2,1,3,0,0,2,1,0,0,0,0,0,1,3,3,3,1,2,4,2,2,3,3,0,shame,1,3,110146,Nearly caught masturbating.,1
11015,1,1,15,1,26,0,2,7,6,2,1,3,3,3,1,0,0,2,0,1,0,0,1,2,1,1,1,1,1,4,2,2,0,0,0,joy,3,3,110151,I felt very happy when I won the football pools.,1
11015,1,1,15,1,26,0,2,7,6,2,2,2,2,3,1,1,0,0,-1,0,0,0,0,2,1,3,2,3,4,4,1,2,2,2,1,fear,2,3,110152,When I flew from Athens to Copenhagen after a holiday.  The plane à was caught in a storm and it began to shake and I thouhght that à we were going to crash.,1
11015,1,1,15,1,26,0,2,7,6,2,3,3,3,3,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,2,0,3,2,1,0,anger,3,3,110153,When someone stole my bike.,1
11015,1,1,15,1,26,0,2,7,6,2,7,2,2,3,1,0,2,0,0,0,0,0,1,3,1,3,3,2,1,3,1,2,1,0,0,guilt,2,3,110157,"When I was young - 14, I pinched from a store and was caught.  à The store then contacted my parents.",1
11016,1,1,16,2,33,1,2,4,4,2,1,3,4,3,0,0,1,1,1,1,0,0,1,1,2,1,1,1,2,4,1,3,3,0,0,joy,4,3,110161,When the whole family gets together for a one week holiday.  à Everybody feels free and the trip is well planned.  It works out à well and we enjoy ourselves.,1
11016,1,1,16,2,33,1,2,4,4,2,6,3,2,3,1,0,-1,0,0,0,0,0,0,3,1,3,3,3,1,5,3,1,3,1,0,shame,2,3,110166,The discovery that one has only thought of oneself.,1
11017,1,1,17,2,23,1,0,9,5,2,1,1,2,3,0,0,1,1,0,1,0,0,0,2,2,1,1,1,1,4,1,3,3,2,0,joy,2,3,110171,When I passed the first examination that I had to repeat.,1
11017,1,1,17,2,23,1,0,9,5,2,2,4,3,3,1,0,0,0,0,0,0,0,0,3,2,3,3,1,1,1,2,1,1,0,0,fear,3,3,110172,When I drove to Stockholm for the first time and drove off the à Stora Hissingen road at the wrong exit.,1
11017,1,1,17,2,23,1,0,9,5,2,3,2,4,3,1,0,0,1,0,0,1,0,0,2,2,3,3,3,2,1,1,1,1,0,1,anger,4,3,110173,When my boyfriend went away for a month long holiday without me.,1
11017,1,1,17,2,23,1,0,9,5,2,7,3,4,3,0,1,0,0,0,0,0,1,0,1,1,3,3,2,1,5,2,1,1,0,1,guilt,4,3,110177,When I realized that I had three more examinations to take.,1
11019,1,1,19,1,30,1,2,5,1,2,2,1,1,3,3,0,0,0,0,0,0,0,1,2,1,3,0,3,0,5,3,0,1,2,0,fear,1,3,110192,"While taking a short cut through the Vasa park, I was surrounded à by three people who tried to steal my money.  I was scared and à was saved only by the appearance of other people.",1
11019,1,1,19,1,30,1,2,5,1,2,6,2,2,3,2,0,0,1,0,0,0,0,0,1,2,3,1,1,1,2,3,3,3,1,0,shame,2,3,110196,"When my boyfriend revealed that he knew that I had discovered à things of an important nature about him, I felt ashamed as I had à not mentioned it earlier.",1
11020,1,1,20,1,24,8,2,4,4,2,1,3,3,3,0,1,2,1,0,1,0,0,1,1,3,1,1,2,1,4,1,3,2,0,1,joy,3,3,110201,When I found out that I had passed the last two exams by a à margin of three marks.,1
11020,1,1,20,1,24,8,2,4,4,2,2,3,2,3,0,1,0,0,0,0,0,0,0,2,2,3,2,3,0,4,0,2,3,0,1,fear,2,3,110202,When my father was ill and was waiting for the results of his tests.,1
11020,1,1,20,1,24,8,2,4,4,2,3,1,3,3,0,0,0,0,0,0,0,0,0,1,1,3,3,0,4,1,0,2,2,0,0,anger,3,3,110203,When I got caught in the pouring rain last Thursday and did not à have a raincoat on me.,1
11020,1,1,20,1,24,8,2,4,4,2,7,2,4,3,0,0,2,0,0,0,0,0,0,0,2,2,3,3,2,4,2,2,1,3,0,guilt,4,3,110207,"When my father and I worked on the house just after he had à recovered from illness, I was rather lazy.  This meant that he à had to work hard and was not very well later.",1
11021,1,1,21,2,30,1,2,4,1,2,3,3,3,3,0,0,0,0,0,0,0,0,0,3,2,2,2,0,2,4,2,2,1,1,0,anger,3,3,110213,"When a colleague asked me for help at work, despite the fact à that he had more time to do it than I had.",1
11021,1,1,21,2,30,1,2,4,1,2,4,1,4,3,0,0,0,0,0,0,0,0,0,3,3,2,3,0,2,1,0,1,1,1,0,sadness,4,3,110214,When I did not get the salary increase that I had been expecting à and understood how little one's work was appreciated.,1
11021,1,1,21,2,30,1,2,4,1,2,5,2,1,3,2,0,-1,1,0,0,0,0,0,1,1,3,0,1,0,1,1,0,0,1,0,disgust,1,3,110215,When I was weeding the garden I found a lizard in my hand.,1
11022,1,1,22,1,24,1,2,8,4,2,5,4,3,3,0,1,-1,0,0,0,0,0,0,1,0,3,0,0,3,4,0,1,0,3,1,disgust,3,3,110225,"When I saw a picture, in the Gothenburg Post, of a totally à demolished car with two fatally injured passengers.  The car was à so badly damaged that they couldn't get the bodies out at the à scene of the accident.",1
11023,1,1,23,1,25,8,2,7,5,2,3,2,2,3,1,1,0,1,-1,0,0,0,0,2,0,3,0,1,3,1,0,2,2,0,1,anger,2,3,110233,On the T.V I saw a news feature on South Africa.  A policeman      à attacked a group of black people with a whip.,1
21009,1,2,9,2,21,1,2,8,1,9,5,3,1,3,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,3,3,3,0,0,0,disgust,1,3,210095,"Observing someone in the cafeteria noisily gulping in his food, à having extremely bad manners.",1
21009,1,2,9,2,21,1,2,8,1,9,7,3,3,3,1,0,2,1,0,0,0,0,1,1,2,3,0,0,1,0,2,1,1,1,0,guilt,3,3,210097,Having been angry and unpleasant towards my parents.,1
21010,1,2,10,2,19,1,2,4,1,9,2,4,4,3,0,1,0,1,0,0,1,0,0,1,1,3,3,2,4,5,0,0,3,0,2,fear,4,3,210102,"When my sister had the still born child, she was emotionally very à deep down, and it took her a long time to recover.",1
21010,1,2,10,2,19,1,2,4,1,9,4,3,4,3,0,2,0,2,-1,0,1,0,0,2,2,3,3,3,2,1,2,1,1,0,3,sadness,4,3,210104,"When my boyfriend openly let me down, preferring another girl.",1
21011,1,2,11,1,30,8,2,8,4,9,1,2,3,3,0,0,1,1,0,1,0,0,1,1,1,1,1,1,4,0,1,3,3,3,0,joy,3,3,210111,"Unexpected visit by a close friend, whom I hadn't seen for half a à year.",1
21011,1,2,11,1,30,8,2,8,4,9,4,3,4,3,3,1,0,0,-1,0,0,0,0,2,2,2,2,1,2,3,2,3,1,3,1,sadness,4,3,210114,Breaking up with a girl.,1
21011,1,2,11,1,30,8,2,8,4,9,7,4,3,3,1,1,0,2,0,0,0,0,1,3,3,3,2,0,1,1,0,2,0,1,1,guilt,3,3,210117,Little contact with my father before he died.,1
21012,1,2,12,2,23,1,1,4,5,9,1,3,3,3,2,1,1,2,1,1,0,0,0,1,1,1,1,1,3,4,1,3,3,3,1,joy,3,3,210121,"When I was accepted as a student at the college, not having à thought it possible.",1
21012,1,2,12,2,23,1,1,4,5,9,3,4,3,3,3,1,2,5,-1,0,1,0,1,1,1,3,2,3,2,1,2,1,1,2,2,anger,3,3,210123,"I was accused of having done something, which I hadn't and got à very angry.",1
21012,1,2,12,2,23,1,1,4,5,9,4,3,4,3,2,1,-1,1,1,0,1,0,0,1,2,3,0,0,0,4,0,2,2,0,2,sadness,4,3,210124,When my grandmother died.,1
41019,1,4,19,2,33,8,2,6,1,9,4,2,3,3,0,0,0,3,-1,0,0,0,1,2,1,3,2,2,0,4,1,2,3,2,0,sadness,3,3,410194,"I heard that a former superior of mine had died, I was later at à home home reading about it in the newspaper and I thought of our à interaction and how it was no longer possible.  The limited scope à of human life is sad.",1
41020,1,4,20,2,26,1,2,7,6,2,1,3,4,3,2,0,1,1,0,1,0,0,0,2,2,1,0,1,0,4,1,3,3,3,0,joy,4,3,410201,"I had a summer job in Sweden, and my boyfriend came to meet me on à my birthday.",1
41020,1,4,20,2,26,1,2,7,6,2,3,3,3,3,2,0,2,1,-1,0,0,0,2,0,1,3,3,3,2,1,3,2,1,0,0,anger,3,3,410203,"In the holiday cottage of our association, two of my pals came to à wake me up early one morning by bringing a radio played at the à highest volume into my room - it was the morning service at its à loudest.",1
41020,1,4,20,2,26,1,2,7,6,2,6,4,3,3,3,0,2,0,-1,0,0,0,0,3,1,3,0,0,1,3,2,2,1,0,0,shame,3,3,410206,Once I arrived two hours late to my work place (a bank) and I was à still feeling feeble and tired.,1
41021,1,4,21,2,22,1,2,8,8,9,1,1,3,3,2,0,2,1,1,1,0,0,1,2,1,1,1,1,2,1,0,3,3,3,0,joy,3,3,410211,"I was told quite unexpectedly that one wanted me to become the à vice-chairman of our student organisation.  I was really à surprised and joy was the first emotion I felt, though behind it à there was worry - how shall I succeed ?",1
41021,1,4,21,2,22,1,2,8,8,9,7,3,4,3,0,0,0,1,-1,0,0,0,0,2,2,1,1,3,1,5,2,1,1,0,0,guilt,4,3,410217,I had told my boyfriend that I did not want to go on with our à relationship.  I knew that I was important to him but I wanted to à be free.  I saw that this was difficult for him but I remained à firm and did not change my mind.,1
41061,1,4,61,2,20,1,2,5,5,1,3,1,2,3,3,0,0,3,0,0,0,0,2,1,1,3,3,3,2,4,2,1,2,3,0,anger,2,3,410613,"[ I sometimes quarrel with my mother because she blames me, à though I have not in any way been connected to some events.]",1
41061,1,4,61,2,20,1,2,5,5,1,7,1,3,3,3,1,2,2,1,1,0,0,3,2,2,2,2,1,3,4,1,3,3,3,1,guilt,3,3,410617,"At my temporary job, I have to restrict  others' actions and make à them obey me, and this very often gives me  a feeling of guilt.  I à wish there could be some other way of acting.",1
11063,1,1,63,1,26,1,2,5,1,2,4,4,4,3,0,1,0,1,0,0,1,0,0,1,1,3,0,1,0,1,0,0,2,0,2,sadness,4,3,110634,[ No response.],1
11065,1,1,65,1,21,8,2,4,4,2,1,4,4,3,0,0,1,2,0,1,0,0,1,1,1,1,1,1,0,4,0,3,3,0,0,joy,4,3,110651,Celebrations on the graduation day with the orchestra playing in à the garden ( I am a part of this orchestra).,1
11065,1,1,65,1,21,8,2,4,4,2,3,4,4,3,3,0,0,3,0,0,0,0,2,2,2,3,3,3,2,5,2,2,1,0,0,anger,4,3,110653,"I had a very heavy work load and two colleagues, whom I have à nothing against, disturbed me by ""terror ringing"", i.e à continously interrupting me by telephoning.",1
11066,1,1,66,1,32,8,0,4,6,2,2,1,1,3,3,0,0,1,0,0,0,0,1,2,1,3,0,1,3,1,1,0,1,0,0,fear,1,3,110662,"When I was cycling to school, I nearly got knocked down by a car à which (overtook me too closely) did not give me any swerving space.",1
11066,1,1,66,1,32,8,0,4,6,2,3,3,2,3,2,0,0,2,1,0,0,0,1,1,3,3,3,0,0,5,0,3,1,3,0,anger,2,3,110663,"When I was deputy manager during the Summer, certain deputies à took liberties, more than what was normal.",1
11066,1,1,66,1,32,8,0,4,6,2,4,3,4,3,0,0,2,0,0,0,0,0,0,2,2,3,3,0,0,5,1,2,2,0,0,sadness,4,3,110664,"When I realized that my girlfriend, whom I like, and I were going à to separate.",1
11066,1,1,66,1,32,8,0,4,6,2,5,3,2,3,0,0,0,0,0,0,0,1,0,1,3,3,0,1,3,1,0,2,1,0,0,disgust,2,3,110665,Dog dirt which thaws in the spring.,1
11070,1,1,70,2,28,1,1,6,6,2,2,2,2,3,2,2,-1,1,0,0,0,0,0,2,0,3,3,0,1,1,0,2,2,0,2,fear,2,3,110702,When someone close to me is travelling by car and is delayed.,1
11070,1,1,70,2,28,1,1,6,6,2,7,2,4,3,1,0,0,0,-1,0,0,0,0,2,2,3,3,3,2,1,3,1,2,3,0,guilt,4,3,110707,"I do not have the time for other people's problems.  My à mother-in-law is sometimes depressed and I do not have the time, à the desire or the strength to help.",1
11071,1,1,71,2,34,1,2,5,4,2,1,3,3,3,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,4,0,3,3,0,0,joy,3,3,110711,"An ex-colleague asked me if I was interested in working in their à accounts bureau.  They needed ""clever people"" and he had à ""immediately thought of me.""",1
11072,1,1,72,1,27,1,2,4,4,2,1,3,4,3,0,0,1,1,0,1,0,0,0,1,2,1,2,0,1,4,1,3,3,1,0,joy,4,3,110721,When my girlfriend became pregnant.,1
